sentence,tags,lem
فقال له الكهين : على مهلك ، يا غندار ، من تكون انت من الفرسان ؟,verb prep noun_prop punc prep noun punc part_voc noun_prop punc prep verb pron prep noun punc,قال لِ الكهين : عَلَى مَهْل ، يا غندار ، مِن كان أَنْتَ مِن فَرَس ؟
قال له الملك : ولك يا كافر ، ما قدامك الا الملك الظاهر .,verb prep noun punc prep part_voc noun punc pron_rel noun part noun noun punc,قال لِ مَلِك : لِ يا كافِر ، ما قُدّام إِلّا مَلِك ظاهِر .
واراد الملك ان يسحب النمشه ويضربه بها على هامه ، يحط راسه قدامه .,verb noun conj_sub verb noun verb prep prep adj punc verb noun noun punc,أَراد مَلِك أَنَّ سَحَب نَمَش ضَرَب بِ عَلَى هامّ ، أَحاط رَأْس قُدّام .
واذا بالحكيم * دمدم بشفتيه ، واوما بيده على الملك ، ما فاق الملك الا وجواده الادهم غارت يديه ورجليه بالأرض ، والملك بطلت حركته ، والكهين هجم على الملك ، ومراده يضربه بالسيف يقطع رأسه ، ما فاق الا وصارخ يقول : حاس يا كافر عن امير المؤمنين !,conj noun_prop punc verb noun punc verb noun prep noun punc pron_rel verb noun part adj noun verb noun noun noun punc noun verb noun punc noun_prop verb prep noun punc noun verb noun verb noun punc pron_rel verb part adj verb punc noun_prop part_voc noun prep noun noun punc,إِذا حَكِيم * دَمْدَم شَفَة ، أَوْمَأ يَد عَلَى مَلِك ، ما فاق مَلِك إِلّا جَواد أَدْهَم غار يَد رَجُل أَرْض ، مَلِك بَطَل حَرَكَة ، والكهين هَجَم عَلَى مَلِك ، مُراد ضَرَب سَيْف قَطَع رَأْس ، ما فاق إِلّا صارِخ قال : حاس يا كافِر عَن أَمِير مُؤْمِن !
فتربطت ايادي الحكيم عن الضرب ، وانعقد لسانه عن السحر وبطلت حركته .,noun_prop noun noun_prop prep noun punc verb noun prep noun verb noun punc,فتربطت يَد حَكِيم عَن ضَرْب ، ٱِنْعَقَد لِسان عَن سِحْر بَطَل حَرَكَة .
فالتفت الملك لينظر من فعل ذلك الفعال بالساحر ، واذا هو قد نظر غلام حسن الشباب ، نقي الثياب ، لا نبات بعارضيه ، وهو اسمر اللون ، اشعث اغبر ، عما يذكر الله تعالى ، ويصلي على رسوله – صلى الله عليه وسلم – وهو راكب على هجين وغائر على حومة الميدان ، كانه السهم خرج من كبد القوس .,verb noun verb prep noun pron_dem adj adj punc conj pron part_verb noun noun noun_prop noun punc adj noun punc part_neg noun noun punc pron noun noun punc noun noun punc prep verb noun_prop verb punc verb prep noun punc verb noun_prop prep verb punc pron noun prep noun noun prep verb noun punc verb noun verb prep noun noun punc,ٱِلْتَفَت مَلِك نَظَر مِن فِعْل ذٰلِكَ فَعّال ساحِر ، إِذا هُوَ قَدْ نَظَر غُلام حَسَن شَبّ ، نَقِيّ ثَوْب ، لا نَبات عارِض ، هُوَ أَسْمَر لَوْن ، أَشْعَث أَغْبَر ، عَن ذَكَر اللَّه تَعالَى ، صَلَّى عَلَى رَسُول – صَلَّى اللَّه عَلَى سَلَّم – هُوَ راكِب عَلَى هَجِين غائِر عَلَى حَوَّم مَيْدان ، كان سَهْم خَرَج مِن بُدّ قَوْس .
قال الراوي ، يا ساده يا كرام – وحدوا الذي لا يغفل ولا ينام ، وصلوا على البدر التمام ، صلى الله عليه وسلم : وما كان ذلك الشاب صاحب ذلك الفعل الا طود البحر ، ابن الملكه المطرده ¤ ، الجنيه بنت الملك الابيض ملك الجن ، حرم جمال الدين سلطان الحصون .,verb noun punc part_voc noun_prop part_voc noun_prop punc verb pron_rel part_neg verb part_neg verb punc verb prep noun noun punc verb noun_prop prep verb punc pron_rel verb pron_dem noun noun pron_dem noun part noun noun punc noun_prop noun noun punc punc noun noun noun noun noun verb punc noun noun_prop noun noun_prop noun punc,قال راوِي ، يا سَيِّد يا رام – وَحَّد الَّذِي لا أَغْفَل لا نام ، وَصَل عَلَى بَدْر تَمام ، صَلَّى اللَّه عَلَى سَلَّم : ما كان ذٰلِكَ شابّ صاحِب ذٰلِكَ فِعْل إِلّا طَوْد بَحْر ، ٱِبْن مَلِكَة مُطَّرِد ¤ ، جِنِيه بِنْت مَلِك أَبْيَض مَلِك لَجِن ، حَرَم جَمال دِين سُلْطان حِصْن .
وكان تقدم معنا بعراضة * المقدم فضل ابن يعقوب الادرعي وجمال الدين على شط الفراه ، كنا ذكرنا انه حضر صحبة امه الملكه المطرده بالعراضه ، وبعد ما تفرقت الملوك من العراضه الى اماكنها ، ومن الجمله المطرده ، اخذت اذن من بعلها جمال الدين وسارت الى بلادها .,verb verb prep noun punc noun noun noun_prop noun_prop noun_prop noun_prop noun prep noun noun_prop punc verb verb conj_sub verb verb noun noun noun noun_prop punc noun pron_rel verb noun prep noun_prop prep noun punc prep noun noun punc verb noun prep noun noun_prop noun verb prep noun punc,كان تَقَدَّم مَع عَرِيض * مُقَدَّم فَضْل ٱِبْن يَعْقُوب الادرعي جَمال دِين عَلَى شَطّ الفراه ، كان ذَكَّر أَنَّ حَضَر صَحِب أُمّ مَلِكَة مُطَّرِد بالعراضه ، بُعْد ما تَفَرَّق مَلِك مِن العراضه إِلَى مَكان ، مِن جُمْلَة مُطَّرِد ، أَخَذ إِذْن مِن بَعْل جَمال دِين سار إِلَى بَلَد .
فبينما هي سائيره باثناء الطريق ، مرت على بلاد القيروان ، فلاحت التفاته من ابنها طود البحر ، فنظر صومعه فى جبل القيروان ورجل جالس ، اختيار * بشيبه لحد الزنار ، ووجهه عما يتلالا بالانوار .,conj_sub pron noun_prop noun noun punc verb prep noun noun_prop punc verb noun prep noun noun noun punc noun noun prep noun noun_prop noun noun punc noun punc noun noun_prop noun punc noun prep verb noun punc,بَيْنَما هِيَ سائيره أَثْناء طَرِيق ، مَرّ عَلَى بَلَد قَيْرَوان ، لاح ٱِلْتِفات مِن ٱِبْن طَوْد بَحْر ، نَظَر صَوْمَعَة فِي جَبَل قَيْرَوان رَجُل جالِس ، ٱِخْتِيار * شَيْب لَحَد زُنّار ، وَجْه عَن تَلَأْلَأ نُور .
فلما نظر اليه طود البحر ، القى محبة ذلك الشيخ بقلب طود البحر ، فالتفت الى امه الملكه المطرده ، وقال لها : يا اماه ، من هو ذلك الشيخ ؟,conj noun prep noun noun punc verb noun pron_dem noun_prop noun noun noun punc verb prep noun noun noun punc verb prep punc part_voc verb punc prep pron pron_dem noun_prop punc,لَمّا نَظَر إِلَى طَوْد بَحْر ، أَلْقَى مُحِبّ ذٰلِكَ شَيْخ قَلْب طَوْد بَحْر ، ٱِلْتَفَت إِلَى أُمّ مَلِكَة مُطَّرِد ، قال لِ : يا أَماه ، مِن هُوَ ذٰلِكَ شَيْخ ؟
والله ، اني حبيته .,noun_prop punc conj_sub adj punc,اللَّه ، أَنَّ حُبِّيّ .
فقالت له : يا ولدي ، هذا الشيخ الجليل ابا جابر القيرواني .,verb prep punc part_voc noun punc pron_dem noun_prop noun_prop noun noun_prop noun_prop punc,قال لِ : يا لَدَى ، هٰذا شَيْخ جَلِيل أَب جابِر القيرواني .
فقال لها : يا اماه ، انا مرادي ازوره واتبارك فيه .,verb prep punc part_voc verb punc pron noun verb verb prep punc,قال لِ : يا أَماه ، أَنا مُراد زار تَبارَك فِي .
قالت له : ولا بأس ، يا ولدي .,verb prep punc part_neg noun punc part_voc noun punc,قال لِ : لا بَأْس ، يا لَدَى .
هذا بينه وبين امير المؤمنين الملك الظاهر مقام عهد الله تعالى .,pron_dem noun noun noun noun noun noun noun verb noun_prop verb punc,هٰذا بَيِّن بَيِّن أَمِير مُؤْمِن مَلِك ظاهِر مَقام عَهِد اللَّه تَعالَى .
فنزلت الملكه المطرده هي وابنها على الجبل لقدام الصومعه .,verb noun noun pron noun prep noun noun noun punc,نَزَل مَلِكَة مُطَّرِد هِيَ ٱِبْن عَلَى جَبَل قُدّام صَوْمَعَة .
فركض طود البحر وقبل ايادي الشيخ ، فترحب فيه الشيخ ابا جابر القيرواني ، وصرخ : اهلا وسهلا بك من قادم .,verb noun noun noun noun noun_prop punc verb prep noun_prop noun noun_prop noun_prop punc verb punc noun noun noun_prop prep adj punc,رَكَض طَوْد بَحْر قِبَل يَد شَيْخ ، رَحَّب فِي شَيْخ أَب جابِر القيرواني ، صَرَخ : أَهْل سَهْل بَك مِن قادِم .
يا ولدي ، آش انت ؟,part_voc noun punc noun_prop pron punc,يا لَدَى ، اش أَنْتَ ؟
فقال له : يا سيدي ، عبدك طود البحر ابن جمال الدين شيحه .,verb prep punc part_voc noun_prop punc noun noun noun noun_prop noun_prop noun verb punc,قال لِ : يا سَيِّد ، عَبْد طَوْد بَحْر ٱِبْن جَمال دِين شَيَّح .
فقال له : يا مرحبا بابن سبع الإسلام .,verb prep punc part_voc adv noun noun noun_prop punc,قال لِ : يا مَرْحَباً ٱِبْن سَبْع إِسْلام .
فقال له طود البحر : يا سيدي ، سالت عن المكارم اين حلت ، جميع الناس دلوني عليك .,verb prep noun noun punc part_voc noun_prop punc verb prep noun adv_interrog verb punc noun noun verb prep punc,قال لِ طَوْد بَحْر : يا سَيِّد ، سَأَل عَن مَكْرُمَة أَيْنَ حَلّ ، جَمِيع ناس دَلّ عَلَى .
فقال له الشيخ : يا الف مرحبا بك ، آش تريد ، يا حنوني ؟,verb prep noun_prop punc part_voc noun adv noun_prop punc noun_prop verb punc part_voc noun punc,قال لِ شَيْخ : يا أَلْف مَرْحَباً بَك ، اش أَراد ، يا حَنُون ؟
قال له : يا سيدي ، ان تجعلني شراقك * ، وتعلمني ما علمك الله تعالى .,verb prep punc part_voc noun_prop punc conj_sub verb noun punc punc verb pron_rel noun noun_prop verb punc,قال لِ : يا سَيِّد ، أَنَّ جَعَل شَرّاق * ، عَلِم ما عِلْم اللَّه تَعالَى .
قال له : يا حلة البركه .,verb prep punc part_voc noun noun punc,قال لِ : يا حُلَّة بَرَكَة .
فالتفت طود البحر الى امه الملكه المطرده ، وقال : روحي ، يا اماه ، الى بلادك بحفظ الله تعالى ، انا مرادي اقعد لي كم يوم عند شيخي ، واستفيد منه الجواهر المكنونه من العلوم المخزونه ، حيث بعضهم قال : بقلم السحر ولا تعمل به العلم بالشيئى ولا الجهل به وقال بعضهم < في > حسن الغلام : من خط وحسام ، وضرب بالسهام ، كان نعم الغلام .,verb noun noun prep noun noun noun punc verb punc noun punc part_voc verb punc prep noun noun noun_prop verb punc pron noun verb prep pron_rel noun noun noun punc verb prep noun adj prep noun adj punc conj noun verb punc noun noun part_neg verb prep noun adj part_neg noun prep verb noun punc prep punc noun_prop noun punc prep noun noun_prop punc noun noun punc verb interj noun punc,ٱِلْتَفَت طَوْد بَحْر إِلَى أُمّ مَلِكَة مُطَّرِد ، قال : رُوح ، يا أَماه ، إِلَى بَلَد حِفْظ اللَّه تَعالَى ، أَنا مُراد أَقْعَد لِ كَم يَوْم عِنْد شَيْخ ، ٱِسْتَفاد مِن جَوْهَر مَكْنُون مِن عِلْم مَخْزُون ، حَيْثُ عَضّ قال : قَلَم سِحْر لا عَمِل بِ عِلْم شَيْئِيّ لا جَهْل بِ قال عَضّ < فِي > حَسَن غُلام : مِن خَطّ حُسام ، ضَرْب سَهْم ، كان نَعَم غُلام .
فقالت له الملكه المطرده : الله يفتح عليك ، يا ولدي ، ويجعلك من سعداء الدنيا والاخره .,verb prep noun noun punc noun_prop verb prep punc part_voc noun punc verb prep adj noun noun punc,قال لِ مَلِكَة مُطَّرِد : اللَّه فَتَح عَلَى ، يا لَدَى ، جَعَل مِن سَعِيد دُنْيا آخِرَة .
وودعته وسارت الى بلادها ، والغلام استقام عند الشيخ ابا جابر القيرواني يتعبد الله تعالى .,verb verb prep noun punc noun verb noun noun_prop noun noun_prop noun_prop verb noun_prop verb punc,وَدَع سار إِلَى بَلَد ، غُلام ٱِسْتَقام عِنْد شَيْخ أَب جابِر القيرواني تَعَبَّد اللَّه تَعالَى .
والشيخ صار يطلع الغلام على العلوم مثل النحو والفقه والصرف .,noun verb verb noun prep noun noun noun noun noun punc,شَيْخ صار أَطْلَع غُلام عَلَى عِلْم مِثْل نَحْو فِقْه صِرْف .
لما نظر الغلام مجتهد بالمطالعه والمحبه اليه ، صار يطلعه على علم الروحاني والسماوي والكيماوي ، وجميع علوم الدنيا .,pron_rel noun noun noun noun noun prep punc verb verb prep verb noun_prop adj adj punc noun noun noun punc,ما نَظَر غُلام مُجْتَهِد مُطالَعَة مَحَبَّة إِلَى ، صار أَطْلَع عَلَى عَلِم رُوحانِيّ سَماوِيّ كِيمِيائِيّ ، جَمِيع عِلْم دُنْيا .
وصار يوصيه بتقوى الله تعالى وعدم اذاء الناس ، حتى صار طود البحر ، من بركة الشيخ ابا جابر القيرواني ، اذا رمق على جبل من الصخر يجعله تراب .,verb verb noun noun_prop verb noun noun_prop noun punc prep verb noun noun punc prep noun noun_prop noun noun_prop noun_prop punc conj verb prep noun prep noun verb noun punc,صار أَوْصَى تَقْوَى اللَّه تَعالَى عَدَم اذاء ناس ، حَتَّى صار طَوْد بَحْر ، مِن بَرَكَة شَيْخ أَب جابِر القيرواني ، إِذا رَمَق عَلَى جَبَل مِن صَخْر جَعَل تُراب .
الى ان كان يوم من ذات الأيام ، الغلام طود البحر جالس ، هو وشيخه ، ما فاق الا نظر الشيخ ارغا وازبد ، واحمر وجهه ، وكمش من الارض كف من تراب ، وطرشه بالهوا ، وهو يقول : حاس عن اخي امير المؤمنين ، يا كافر ، يا ملعون .,prep conj_sub verb noun prep noun noun punc noun noun noun noun punc pron noun punc pron_rel verb part noun noun_prop noun_prop verb punc noun noun punc verb prep noun verb prep noun punc noun noun_prop punc pron verb punc noun_prop prep noun noun noun punc part_voc noun punc part_voc adj punc,إِلَى أَنَّ كان يَوْم مِن ذات يَوْم ، غُلام طَوْد بَحْر جالِس ، هُوَ شَيْخ ، ما فاق إِلّا نَظَر شَيْخ ارغا أَزْبَد ، أَحْمَر وَجْه ، كَمَش مِن أَرْض كَفّ مِن تُراب ، طَرَش بالهوا ، هُوَ قال : حاس عَن أَخ أَمِير مُؤْمِن ، يا كافِر ، يا مَلْعُون .
وبعد حصه الشيخ صحي وهدي روعه ، وكان طود البحر تعجب من افعال الشيخ ، ولما هدي روع الشيخ ، ركض وقبل يديه ، وقال له : يا سيدي ، ما الخبر ومن هو الذي اغاظك وزعلك ؟,noun noun noun_prop adj noun noun punc verb noun noun verb prep noun noun_prop punc conj noun verb noun_prop punc verb noun noun punc verb prep punc part_voc noun_prop punc pron_rel noun_prop prep pron pron_rel verb noun punc,بُعْد حِصَّة شَيْخ صِحِّيّ هَدْي رَوْعَة ، كان طَوْد بَحْر أَعْجَب مِن فِعْل شَيْخ ، لَمّا هَدْي رَوَّع شَيْخ ، رَكَض قِبَل يَد ، قال لِ : يا سَيِّد ، ما خُبَر مِن هُوَ الَّذِي أَغاظ زَعَل ؟
قال له : يا حنوني ، فيه واحد حكيم ساحر يقال له تربين عما يؤذي الاسلام بارض القسطنطينيه .,verb prep punc part_voc noun punc prep noun noun_prop adj verb prep verb prep verb noun_prop noun noun_prop punc,قال لِ : يا حَنُون ، فِي واحِد حَكِيم ساحِر قال لِ رَبَّى عَن آذَى إِسْلام أَرْض القسطنطينيه .
فيا طود البحر ، ادرك عساكر الاسلام وخلصهم من شر ذلك الكافر ابن الحرام ، وازرع جميل مع خادم الحرمين تحصده جمايل .,verb noun noun punc verb noun noun_prop noun prep noun pron_dem noun noun_prop noun punc verb noun_prop prep noun noun_prop verb noun_prop punc,فَيَّأ طَوْد بَحْر ، أَدْرَك عَسْكَر إِسْلام خالِص مِن شَرّ ذٰلِكَ كافِر ٱِبْن حَرام ، زَرَع جَمِيل مَع خادِم حَرَم حَصَد جمايل .
فقبل يد الشيخ ، وقام طود البحر من ساعته واراد المسير .,noun noun noun_prop punc verb noun noun prep noun verb noun punc,قِبَل يَد شَيْخ ، قام طَوْد بَحْر مِن ساعَة أَراد مَسِير .
فقال له الشيخ : ايش رايح تركب ، يا ولدي ؟,verb prep noun_prop punc noun_prop noun verb punc part_voc noun punc,قال لِ شَيْخ : ايش رائِح تَرَكَّب ، يا لَدَى ؟
قال له ، يا سيدي ، على وجه الارض الى ان اصل الى القسطنطينيه عن قريب ، بعون القريب المجيب .,verb prep punc part_voc noun_prop punc prep noun noun prep conj_sub noun prep noun_prop prep adj punc noun_prop adj noun punc,قال لِ ، يا سَيِّد ، عَلَى وَجْه أَرْض إِلَى أَنَّ أَصْل إِلَى القسطنطينيه عَن قَرِيب ، عَوْن قَرِيب مُجِيب .
فقال له : يا حنوني ، انظر قدامك ترى هجين ، اركبه وسير على بركة الله تعالى .,verb prep punc part_voc noun punc verb noun verb noun punc verb noun prep noun noun_prop verb punc,قال لِ : يا حَنُون ، نَظَر قُدّام وَرَى هَجِين ، رَكَّب سَيْر عَلَى بَرَكَة اللَّه تَعالَى .
فالتفت طود البحر ، نظر هجين مسروج ملجوم ، فودع الشيخ وركب الهجين ، وسار طالب بلاد الروم .,verb noun noun punc noun noun noun_prop adj punc verb noun_prop noun noun punc verb verb noun noun_prop punc,ٱِلْتَفَت طَوْد بَحْر ، نَظَر هَجِين مسروج مَلْجُوم ، وَدَع شَيْخ رُكْبَة هَجِين ، راوَنْد طالَب بَلَد رُوم .
فصارت تطوي الارض تحت اقدام الهجين ، والغلام لا يغفل عن ذكر الله تعالى وذكر رسوله .,verb verb noun noun noun noun punc noun part_neg verb prep verb noun_prop verb verb noun punc,صار طَوَى أَرْض تَحْتَ إِقْدام هَجِين ، غُلام لا أَغْفَل عَن ذَكَر اللَّه تَعالَى ذَكَر رَسُول .
واما الشيخ ابا جابر ، فانه ثاني الايام ابطل النار عن الإسلام كما ذكرنا ، والكهين تربين تضايق من ابطال سحره اول يوم ، وثاني يوم .,conj noun_prop noun noun_prop punc verb_pseudo adj noun verb noun prep noun_prop conj verb punc noun_prop verb verb prep noun noun adj noun punc adj noun punc,إِمّا شَيْخ أَب جابِر ، إِنَّ ثانِي يَوْم بَطَل نار عَن إِسْلام كَما ذَكَّر ، والكهين رَبَّى تَضايَق مِن بَطَل سِحْر أَوَّل يَوْم ، ثانِي يَوْم .
وثالث يوم نزل الملعون الى الميدان ، وطلب الملك الظاهر ، والملك نزل اليه ، والقا عليه السحر واراد ان يضربه بالسيف ، بوصلة طود البحر .,adj noun verb adj prep noun punc verb noun noun punc noun verb prep punc verb prep noun verb conj_sub verb noun punc noun noun noun punc,ثالِث يَوْم نَزَل مَلْعُون إِلَى مَيْدان ، طَلَب مَلِك ظاهِر ، مَلِك نَزَل إِلَى ، أَلَق عَلَى سِحْر أَراد أَنَّ ضَرَب سَيْف ، بَوْصَلَة طَوْد بَحْر .
فصاح عليه كما ذكرنا ، فتربطت ايادي الكهين تربين ، وانعقد لسانه عن الكلام .,verb prep conj verb punc noun_prop noun noun_prop verb punc verb noun prep noun punc,صاح عَلَى كَما ذَكَّر ، فتربطت يَد الكهين رَبَّى ، ٱِنْعَقَد لِسان عَن كَلام .
وطود البحر اوما على جواد الملك بيده ، وصرخ : انهض بقدرة الله تعالى !,noun noun verb prep noun_prop noun noun punc verb punc verb noun noun_prop verb punc,طَوْد بَحْر أَوْمَأ عَلَى جَواد مَلِك يَد ، صَرَخ : أَنْهَض قُدْرَة اللَّه تَعالَى !
فنهض الجواد ، وبعد ما كانت قوائمه غائصه بالأرض .,verb noun_prop punc noun pron_rel verb noun adj noun punc,نَهَض جَواد ، بُعْد ما كان قائِمَة غائِص أَرْض .
فالتفت الملك على الغلام ، وصرخ : من انت ، يا صاحب الجميل ؟,verb noun prep noun punc verb punc prep pron punc part_voc noun noun punc,ٱِلْتَفَت مَلِك عَلَى غُلام ، صَرَخ : مِن أَنْتَ ، يا صاحِب جَمِيل ؟
فقال له : لا بأس عليك ، يا امير المؤمنين .,verb prep punc part_neg noun prep punc part_voc noun noun punc,قال لِ : لا بَأْس عَلَى ، يا أَمِير مُؤْمِن .
انا عبد بابك وخادم ركابك ، طود البحر ابن جمال الدين .,pron noun_prop noun noun noun punc noun noun noun_prop noun_prop noun punc,أَنا عَبْد باب خادِم راكِب ، طَوْد بَحْر ٱِبْن جَمال دِين .
فتعجب الملك من طود البحر وطول باعه .,verb noun prep noun noun noun verb punc,أَعْجَب مَلِك مِن طَوْد بَحْر طُول باع .
فصرخ الغلام على الملك : افندم ، اقتل عدوك لانه ما بقي فيه حركه تتحرك .,verb noun prep noun punc noun_prop punc verb noun conj_sub pron_rel verb prep noun verb punc,صَرَخ غُلام عَلَى مَلِك : أَفَنْدِم ، قَتَل عَدُوّ أَنَّ ما بَقِي فِي حَرَكَة تَحَرَّك .
فهجم الملك على الحكيم تربين ، وطسه * بنمشة باديس السبكي على ورديه ، طير راسه من بين كتفيه .,verb noun prep noun_prop verb punc noun_prop punc noun noun_prop noun_prop prep adj punc noun noun prep noun noun punc,هَجَم مَلِك عَلَى حَكِيم رَبَّى ، وطسه * نَمَش أَدِيس سبكي عَلَى وَرْدِيّ ، طَيْر رَأْس مِن بَيِّن كَتِف .
فالتفت الملك الى سعاة الركاب ، وقال لهم : خذوا ذلك الغلام الى صيواني ، وقوموا با كرامه الى ان ارجع .,verb noun prep verb noun punc verb prep punc verb pron_dem noun prep noun punc verb noun_prop noun prep conj_sub verb punc,ٱِلْتَفَت مَلِك إِلَى سَعَى راكِب ، قال لِ : أَخَذ ذٰلِكَ غُلام إِلَى صِيوان ، قَوَّم با كَرامَة إِلَى أَنَّ رَجَع .
والملك كب رأسه بقربوص سرجه وحمل على الافرنج ، وارتما كانه صاعقه خرت من السما ، وكحل القوم بمراود العما .,noun noun noun noun_prop noun verb prep noun punc verb verb noun verb prep noun_prop punc noun noun noun noun_prop punc,مَلِك كَبّ رَأْس بقربوص سَرْج حَمَل عَلَى إِفْرَنْج ، وَأَر كان صاعِقَة خَرَت مِن السما ، حَلّ قَوْم مِرْوَد العما .
وكان القران ميخائيل شاهد ما فعل الملك بالحكيم تربين ، فالتفت الى جوان ، وهو باكي العين ، حزين القلب ، وقال له : يا ابونا ، الساحر تربين صار مورته ، كيف بقا الراي عندك ، وايش بده يخلصنا من الرين وعساكره ؟,verb noun_prop noun_prop verb pron_rel noun noun noun_prop verb punc verb prep noun_prop punc pron noun noun_prop punc noun noun punc verb prep punc part_voc noun punc noun verb verb noun_prop punc adv_rel noun noun noun punc noun_prop noun verb prep noun_prop noun punc,كان قُرْآن مِيخائِيل شاهَد ما فِعْل مَلِك حَكِيم رَبَّى ، ٱِلْتَفَت إِلَى جُوان ، هُوَ باكِي عَيْن ، حَزِين قَلْب ، قال لِ : يا أَب ، ساحِر رَبَّى صار مورته ، كَيْفَ بَقّ رَأْي عِنْد ، وايش بُدّ خَلَّص مِن الرين عَسْكَر ؟
فلما سمع جوان ، تغيرت منه الألوان ، ولكن اظهر الجلد ، واخفى الكمد ، وقال الى القران ميخائيل : فليوني ، احمل بعساكرك على رين المسلمين حتى احضر لك الاجداد تعاونك .,conj verb noun_prop punc verb prep noun punc conj verb noun punc verb noun punc verb prep noun_prop noun_prop punc verb punc verb noun prep noun_prop adj prep verb prep noun noun punc,لَمّا سَمِع جُوان ، تَغَيَّر مِن لَوْن ، لٰكِن أَظْهَر جَلْد ، أَخْفَى كَمْد ، قال إِلَى قُرْآن مِيخائِيل : وَنِي ، حَمَّل عَسْكَر عَلَى رين مُسْلِم حَتَّى حَضَر لِ جَدّ تَعاوُن .
فحمل القران ميخائيل بعساكره على الملك الظاهر ، وجوان التفت الى البرطقش ، وقال له : يا سيف الروم ، كملت الدلايل ، والمسيح ، القسطنطينيه لا بد عن خرابها بهذه المره ، والقران ميخائل انعكس ، هو وعساكره .,verb noun_prop noun_prop noun prep noun noun punc noun_prop verb prep noun_prop punc verb prep punc part_voc noun_prop noun_prop punc verb noun_prop punc noun_prop punc noun_prop part_neg noun prep noun pron_dem noun punc noun_prop noun_prop verb punc pron noun punc,حَمَل قُرْآن مِيخائِيل عَسْكَر عَلَى مَلِك ظاهِر ، جُوان ٱِلْتَفَت إِلَى البرطقش ، قال لِ : يا سَيْف رُوم ، كَمَّل الدلايل ، مَسِيح ، القسطنطينيه لا بُدّ عَن خَراب هٰذا مَرَّة ، قُرْآن ميخائل ٱِنْعَكَس ، هُوَ عَسْكَر .
فيا سيف الروم ، سير الى ارض يغره ، وقل الى فليوني اصفوت ياخذ اخته رومه ¤ ، ويدخل بها الى جوات بركة الحوت وقلاع الجلمود ، خليه يدخل عند ملك من الملوك السبعه الذي حاكمين بذلك الأرض ، ويحتمي هو واخته من المسلمين .,verb noun_prop noun_prop punc noun prep noun verb punc verb prep verb noun_prop verb noun noun_prop punc punc verb prep prep noun_prop noun noun noun noun punc noun verb noun noun prep noun adj pron_rel noun pron_dem noun punc verb pron noun prep adj punc,فَيَّأ سَيْف رُوم ، سَيْر إِلَى أَرْض أَغار ، قال إِلَى وَنِي اصفوت أَخَذ أُخْت رُوما ¤ ، أَدْخَل بِ إِلَى جوات بَرَكَة حُوت قَلْعَة جُلْمُود ، خَلِيَّة دَخَل عِنْد مَلِك مِن مَلِك سَبْع الَّذِي حاكِم ذٰلِكَ أَرْض ، ٱِحْتَمَى هُوَ أُخْت مِن مُسْلِم .
ووصيه ان جرى على ابيه جوان شيئى ، لا يغفل عن اخذ تاره .,noun conj_sub verb prep noun noun_prop noun punc part_neg verb prep verb adv punc,وَصِيَّة أَنَّ جَرَى عَلَى أَب جُوان شَيْء ، لا أَغْفَل عَن أَخَذ تارَةً .
فقال له البرطقش : وانت ، يا ابونا ، الى اين ؟,verb prep noun_prop punc pron punc part_voc noun punc prep adv_interrog punc,قال لِ البرطقش : أَنْتَ ، يا أَب ، إِلَى أَيْنَ ؟
قال له : يا سيف الروم ، انا رايح الى مكان احتمي فيه ، والإسلام ، ان تموا * الف سنه ، لم يجتمعوا فيَّ .,verb prep punc part_voc noun_prop noun_prop punc pron noun prep noun verb prep punc noun_prop punc conj_sub verb punc noun noun punc part_neg verb prep punc,قال لِ : يا سَيْف رُوم ، أَنا رائِح إِلَى مَكان ٱِحْتَمَى فِي ، إِسْلام ، أَنَّ تَمّ * أَلْف سَنَة ، لَم ٱِجْتَمَع فِي .
فقال له البرطقش : يا ابونا ، تخبي عني المكان الذي انت رايح اليه ؟,verb prep noun_prop punc part_voc noun punc verb prep noun pron_rel pron noun prep punc,قال لِ البرطقش : يا أَب ، خَبّ عَن مَكان الَّذِي أَنْتَ رائِح إِلَى ؟
بلكي * انا رجعت من يغره ، فين بدي اجتمع فيك .,noun punc pron verb prep verb punc noun_prop noun verb prep punc,بلَك * أَنا رَجَع مِن أَغار ، يِن بُدّ ٱِجْتَمَع فِي .
قال له : يا سيف الروم ، احلف لي يمين انك ما تبيح لاحد بالسر .,verb prep punc part_voc noun_prop noun_prop punc verb prep noun conj_sub pron_rel verb noun noun punc,قال لِ : يا سَيْف رُوم ، حَلَف لِ يَمِين أَنَّ ما أَباح أَحَد سِرّ .
فحلف له البرطقش انه لا يبيح لاحد ، فقال له : انا رايح لعند عمي كرسيمون ، لدير العامود .,noun prep noun_prop conj_sub part_neg verb noun punc verb prep punc pron noun verb noun noun_prop punc noun noun punc,حِلْف لِ البرطقش أَنَّ لا أَباح أَحَد ، قال لِ : أَنا رائِح عَنِد عَمّ كرسيمون ، دَيْر عامُود .
فعند ذلك ودعه البرطقش ، وسار طالب يغره ، وجوان غطس طالب دير العامود .,noun pron_dem verb noun_prop punc verb verb verb punc noun_prop noun verb noun noun punc,عِنْد ذٰلِكَ وَدَع البرطقش ، راوَنْد طالَب أَغار ، جُوان غَطْس طالَب دَيْر عامُود .
هذا كان من جوان والبرطقش .,pron_dem verb prep noun_prop noun_prop punc,هٰذا كان مِن جُوان والبرطقش .
